iter	Passed	Remaining
1685	2406	19006
1686	2408	19003
1687	2409	19002
1688	2410	19000
1689	2412	18998
1690	2413	18996
1691	2414	18993
1692	2416	18991
1693	2417	18990
1694	2418	18988
1695	2420	18986
1696	2421	18984
1697	2423	18982
1698	2424	18980
1699	2425	18978
1700	2455	19198
1701	2457	19198
1702	2458	19196
1703	2460	19195
1704	2461	19192
1705	2462	19191
1706	2464	19190
1707	2465	19189
1708	2467	19187
1709	2468	19186
1710	2470	19184
1711	2471	19183
1712	2472	19180
1713	2474	19177
1714	2475	19176
1715	2476	19174
1716	2478	19171
1717	2479	19170
1718	2481	19169
1719	2482	19167
1720	2483	19165
1721	2485	19164
1722	2486	19161
1723	2488	19161
1724	2489	19159
1725	2491	19158
1726	2492	19156
1727	2493	19154
1728	2495	19151
1729	2496	19151
1730	2498	19150
1731	2499	19150
1732	2501	19148
1733	2502	19146
1734	2504	19144
1735	2505	19143
1736	2506	19140
1737	2508	19139
1738	2509	19137
1739	2511	19136
