iter	Logloss
531	0.1470668339
532	0.1470600688
533	0.1470555339
534	0.1470509029
535	0.1470464533
536	0.1470292952
537	0.1470248776
538	0.14698863
539	0.1469831987
540	0.1469759854
541	0.1469456279
542	0.1467038455
543	0.1464433043
544	0.1461249291
545	0.1458074076
546	0.1456066638
547	0.1450577209
548	0.145053314
549	0.1450487364
550	0.1450443828
551	0.1446008429
552	0.144588017
553	0.1444935192
554	0.1443830797
555	0.1443764853
556	0.1443184379
557	0.1436450878
558	0.1434959465
559	0.1433738655
560	0.1431903546
561	0.1431864705
562	0.1431814661
563	0.1430461643
564	0.1428153725
565	0.1423220121
566	0.1422059599
567	0.1419103449
568	0.141597241
569	0.1413867657
570	0.1411971726
571	0.140734159
572	0.1405313772
573	0.1404398245
574	0.1403768046
575	0.1403625702
576	0.1403585581
577	0.1403545886
578	0.1402205781
579	0.1402048498
580	0.1401851841
581	0.1399943639
582	0.1395429278
583	0.1392450506
584	0.1390779082
585	0.1386756203
586	0.1381724004
587	0.1380458272
588	0.1377947934
589	0.137299651
590	0.1372747888
591	0.1372709474
592	0.1372671487
593	0.1372318935
594	0.1372255019
595	0.1372079489
596	0.1371599531
597	0.1371563251
598	0.1365277911
599	0.1364743319
600	0.1364703625
601	0.1364665852
602	0.1363809119
603	0.1363770171
604	0.1363558042
605	0.1361672355
606	0.1361187061
607	0.1360343346
608	0.135594508
609	0.1354305027
610	0.1353319928
611	0.1353022222
612	0.1349133258
613	0.1348913019
614	0.1345022988
615	0.1342418324
616	0.1342385672
617	0.1342095222
618	0.1341158567
619	0.1340889991
620	0.1339996338
621	0.1339846098
622	0.1339786876
623	0.1339149742
624	0.1337440544
625	0.1333173845
626	0.133314162
627	0.1331074535
628	0.1330805638
629	0.1329159397
630	0.1325924106
631	0.1324462997
632	0.1322361019
633	0.1322236495
634	0.1318575879
635	0.1318306663
636	0.1317038476
637	0.1316645696
638	0.1314389742
639	0.1314360185
640	0.1309284984
641	0.1309142746
642	0.1309110415
643	0.1307094441
644	0.1306800682
645	0.1306276762
646	0.1305444251
647	0.1305136087
648	0.1302278105
649	0.1301257367
650	0.1298023997
651	0.1297762144
652	0.1297632711
653	0.1296678236
654	0.1293291852
655	0.1290849592
656	0.1287705321
657	0.1286220631
658	0.1285539214
659	0.1280603369
660	0.128028016
661	0.1280121703
662	0.1278117147
663	0.1277813678
664	0.12776692
665	0.1276958225
666	0.1275942929
667	0.1275076699
668	0.1274848778
669	0.1274735991
670	0.127217006
671	0.1270316171
672	0.12690737
673	0.1267695927
674	0.1266811131
675	0.1266512144
676	0.1264688879
677	0.1264531489
678	0.1262658073
679	0.1262626595
680	0.1261917648
681	0.1261884996
682	0.1259424383
683	0.1258844656
684	0.1258120877
685	0.1256971239
686	0.1254281744
687	0.12517347
688	0.124658886
689	0.1246546178
690	0.1246515768
691	0.1245503246
692	0.1245458643
693	0.124541212
694	0.1243854656
695	0.1243050422
696	0.1242966445
697	0.1240839605
698	0.1236190689
699	0.1231686679
700	0.1231657442
701	0.1230875082
702	0.1230724201
703	0.1226879307
704	0.122152742
705	0.1218332357
706	0.1214793492
707	0.1214447982
708	0.1214199786
709	0.1210564033
710	0.1207810729
711	0.1206039535
712	0.120505593
713	0.1203972663
714	0.1203944813
715	0.1199242545
716	0.1196452321
717	0.1193703498
718	0.1193666471
719	0.1193640649
720	0.1193607037
721	0.1193564462
722	0.119349393
723	0.1189786898
724	0.1188363242
725	0.1187879442
726	0.1186439141
727	0.1186382587
728	0.1185300173
729	0.1183897859
730	0.1183791901
731	0.1183425156
732	0.1182937835
733	0.1180467085
734	0.1179878928
735	0.1177946824
736	0.1177845348
737	0.1177812696
738	0.1177384063
739	0.117617179
740	0.1175751373
741	0.1175582459
742	0.1174018273
743	0.1173993517
744	0.1173969829
745	0.1173298656
746	0.1171121877
747	0.1171005036
748	0.1170461268
749	0.1170254367
750	0.1169480971
751	0.1169089471
752	0.1169064075
753	0.1169036225
754	0.1168607698
755	0.1168329092
756	0.1166426118
757	0.1165783008
758	0.1165669901
759	0.1163062676
760	0.1162591681
761	0.1162561056
762	0.1162535447
763	0.1161068149
764	0.1159877324
765	0.1159796441
766	0.1158960196
767	0.1158937361
768	0.1158372572
769	0.1157518934
770	0.115653106
771	0.1154764029
772	0.1150257351
773	0.1144807509
774	0.1143698099
775	0.1143095003
776	0.1142692086
777	0.1141301188
778	0.1139265367
779	0.1137647082
780	0.1137534828
781	0.113610253
782	0.1135112096
783	0.1134437828
784	0.1133722585
785	0.1131004173
786	0.1130896295
787	0.1129146549
788	0.1126864133
789	0.1125605016
790	0.1124736012
791	0.1123924309
792	0.1121138779
793	0.1120710466
794	0.112001283
795	0.1118637832
796	0.1118401161
797	0.1118248573
798	0.1118004219
799	0.1117921202
800	0.1117844802
801	0.1117630752
802	0.111750324
803	0.1117380102
804	0.1115145597
805	0.111492205
806	0.1112761918
807	0.1112484485
808	0.1112310023
809	0.110939442
810	0.1106466547
811	0.1106024362
812	0.1105918724
813	0.1105162507
814	0.1103537393
815	0.1101523126
816	0.1100523302
817	0.1099230573
818	0.1098104624
819	0.1098083496
820	0.1097830606
821	0.1097724754
822	0.1096665602
823	0.1094172338
824	0.109169988
825	0.1089234252
826	0.1088950311
827	0.1088822371
828	0.1086331241
829	0.1083351936
830	0.1083210445
831	0.1083064473
832	0.1081993263
833	0.1081897549
834	0.1081521414
835	0.1081458032
836	0.1079898114
837	0.1079014278
838	0.1078855288
839	0.1078132149
840	0.1077095192
841	0.1077073958
842	0.1076146693
843	0.1075163408
844	0.1074998122
845	0.1069626175
846	0.1069196794
847	0.1068984985
848	0.1067879844
849	0.1063704484
850	0.106127759
851	0.1061254861
852	0.1061234054
853	0.1059427221
854	0.1059405774
855	0.1058218362
856	0.1058197021
857	0.105747623
858	0.1056927021
859	0.1056647134
860	0.105337375
861	0.1053280277
862	0.1049771822
863	0.1049271484
864	0.1048765383
865	0.1048745535
866	0.1045831
867	0.104571085
868	0.1043771064
869	0.1039036037
870	0.1037827712
871	0.1036541385
872	0.1034403661
873	0.1031489872
874	0.1031378793
875	0.1030204079
876	0.1028955846
877	0.1027449815
878	0.1025282853
879	0.1023759535
880	0.1022919982
881	0.1021907566
882	0.102115231
883	0.1019233757
884	0.1019215404
885	0.1018417038
886	0.101828099
887	0.1018214513
888	0.1018194132
889	0.1018053175
890	0.1017029235
891	0.1016649046
892	0.1015481055
893	0.1012292395
894	0.1011663904
895	0.100961976
896	0.1007890928
897	0.1007126708
898	0.100625461
899	0.100424301
900	0.1003554124
901	0.1001591929
902	0.09998591496
903	0.09986200933
904	0.09973594826
905	0.09926584951
906	0.09917675098
907	0.09912572474
908	0.09906942728
909	0.09891922957
910	0.09888894675
911	0.09865259557
912	0.09861531291
913	0.09844977105
914	0.09841904007
915	0.09817950909
916	0.09813538665
917	0.09809435864
918	0.09803092263
919	0.09789033903
920	0.09784684615
921	0.09755433623
922	0.09728891866
923	0.09721800264
924	0.0971635405
925	0.09699630204
926	0.09682004702
927	0.09677158169
928	0.09649103338
929	0.09620585408
930	0.09594508885
931	0.09593938014
932	0.0958399846
933	0.09582038293
934	0.0958096911
935	0.09575976392
936	0.09560290783
937	0.09558482137
938	0.09556759921
939	0.09549564815
940	0.09548909647
941	0.09518689776
942	0.09509910103
943	0.09502279642
944	0.09494024957
945	0.09483328866
946	0.09480289913
947	0.0945605298
948	0.09452147584
949	0.09433666309
950	0.09412420313
951	0.09411753408
952	0.09394756397
953	0.0939332015
954	0.09383693242
955	0.09364314579
956	0.09352580251
957	0.09338280738
958	0.09312958617
959	0.09290037355
960	0.09272364903
961	0.09265644634
962	0.09239934108
963	0.09224983696
964	0.09195946113
965	0.09190985406
966	0.09183567287
967	0.09166940542
968	0.09152154456
969	0.09140439334
970	0.0913371693
971	0.09119976551
972	0.09118941514
973	0.09094769671
974	0.0909461815
975	0.09084394762
976	0.09071911365
977	0.09063180777
978	0.09026549013
979	0.08998186872
980	0.08997527436
981	0.08996033568
982	0.08987656173
983	0.08986477085
984	0.08984665237
985	0.08984090098
986	0.08981594272
987	0.08970880042
988	0.08962148386
989	0.08957199417
990	0.08934074349
991	0.08913574752
992	0.08886887344
993	0.08873494288
994	0.08873015717
995	0.08872114595
996	0.08871212406
997	0.08870287275
998	0.08856766707
999	0.08850916082
1000	0.08840178376
1001	0.08814464649
1002	0.08810019326
1003	0.08808274703
1004	0.08801877749
1005	0.08793418724
1006	0.08782852813
1007	0.08774581056
1008	0.08772994888
1009	0.08757323685
1010	0.08751135339
1011	0.08734395487
1012	0.08702229853
1013	0.08697748251
1014	0.08695337789
1015	0.08693770829
1016	0.08679743947
1017	0.08658779651
1018	0.08654825171
1019	0.08652613713
1020	0.08651682714
1021	0.08651495447
1022	0.08651304979
1023	0.08651128916
1024	0.08646726275
1025	0.08634822285
1026	0.08634633951
1027	0.08634440816
1028	0.08625097742
1029	0.08622699017
1030	0.08610074237
1031	0.08609877366
1032	0.08609684231
1033	0.08589625859
1034	0.08589440192
1035	0.08585399281
1036	0.0858131462
1037	0.08552408285
1038	0.08551707234
1039	0.08549057754
1040	0.08541745273
1041	0.08532646553
1042	0.08531807853
1043	0.08522312191
1044	0.08521429742
1045	0.08521238741
1046	0.08520927162
1047	0.08520750566
1048	0.08520075658
1049	0.08519034752
1050	0.08508080969
1051	0.08507910242
1052	0.08495238511
1053	0.08495064049
1054	0.08472177465
1055	0.08466824618
1056	0.08458571001
1057	0.08456705267
1058	0.08436128843
1059	0.08434183614
1060	0.0843400275
1061	0.08395224084
1062	0.08391027384
1063	0.08378946798
1064	0.08374768771
1065	0.08354658647
1066	0.08349774234
1067	0.08349620045
1068	0.08349454653
1069	0.08347287478
1070	0.08329035619
1071	0.08328334035
1072	0.08326647032
1073	0.08326488041
1074	0.08314192979
1075	0.08314014782
1076	0.08312946666
1077	0.08311351429
1078	0.08302242039
1079	0.08296708861
1080	0.08296552005
1081	0.08280301928
1082	0.08278934505
1083	0.08276291427
1084	0.08276130303
1085	0.08271396877
1086	0.08271234686
1087	0.08269537012
1088	0.0824966324
1089	0.08238005738
1090	0.0823753517
1091	0.08237392185
1092	0.08220229782
1093	0.08212023648
1094	0.08204485486
1095	0.08202943068
1096	0.08197130323
1097	0.08196495963
1098	0.08171761253
1099	0.08149716037
1100	0.08136236017
1101	0.08117108112
1102	0.08111895581
1103	0.08107037311
1104	0.08099221183
1105	0.08091445069
1106	0.08089316842
1107	0.08072509766
1108	0.08072333703
1109	0.080721411
1110	0.08061805138
1111	0.08050835883
1112	0.08043966227
1113	0.08021116457
1114	0.08002996912
1115	0.07999671456
1116	0.07987018932
1117	0.07978886958
1118	0.07971590482
1119	0.07954642556
1120	0.07947485864
1121	0.07942871414
1122	0.07921352787
1123	0.07920785117
1124	0.07910974142
1125	0.07906978581
1126	0.07906795048
1127	0.07889480591
1128	0.0788538686
1129	0.07869371534
1130	0.07851508081
1131	0.07850379144
1132	0.07848959969
1133	0.078480199
1134	0.07833695845
1135	0.07824981263
1136	0.07821345829
1137	0.07819907982
1138	0.07814136852
1139	0.07798451244
1140	0.0779691256
1141	0.07796791984
1142	0.07788538366
1143	0.07787678859
1144	0.07777331159
1145	0.07743850388
1146	0.07725036194
1147	0.07724934825
1148	0.07709061949
1149	0.07697793921
1150	0.07682509522
1151	0.07675132485
1152	0.07669874605
1153	0.07649307785
1154	0.07649173336
1155	0.07642354365
1156	0.0764013117
1157	0.07628795917
1158	0.07626792001
1159	0.07606779512
1160	0.07594375077
1161	0.0759031069
1162	0.07590089811
1163	0.07589350347
1164	0.07588568734
1165	0.07588384668
1166	0.07587088205
1167	0.07572504324
1168	0.07569958347
1169	0.07552265087
1170	0.07552091158
1171	0.07531921814
1172	0.07531617171
1173	0.07514562007
1174	0.07508347518
1175	0.07499617997
1176	0.07486529584
1177	0.07485768778
1178	0.07485386775
1179	0.07485065594
1180	0.07473850384
1181	0.07456056288
1182	0.07447023192
1183	0.07446661462
1184	0.07445832366
1185	0.07445337789
1186	0.07441302213
1187	0.0744085512
1188	0.0743631643
1189	0.07432785568
1190	0.07432449448
1191	0.07417774334
1192	0.07417628682
1193	0.0741726962
1194	0.07409679706
1195	0.07387031609
1196	0.07370122096
1197	0.07367880761
1198	0.07363568286
1199	0.07362765866
1200	0.07361932501
1201	0.07345401791
1202	0.07344390229
1203	0.07339114743
1204	0.07315108293
1205	0.0728856707
1206	0.07286097387
1207	0.07284872949
1208	0.07280412154
1209	0.07258605957
1210	0.07254859017
1211	0.0725330913
1212	0.07249687035
1213	0.0724956059
1214	0.07246534974
1215	0.07246369048
1216	0.07244735398
1217	0.0724456467
1218	0.07233962479
1219	0.07229299479
1220	0.0722174371
1221	0.07219915323
1222	0.07219146515
1223	0.0721814349
1224	0.07217463247
1225	0.07210193447
1226	0.07207256397
1227	0.07186738128
1228	0.07175244952
1229	0.07161143376
1230	0.07150537451
1231	0.07140518935
1232	0.07129482456
1233	0.07120703851
1234	0.07117836692
1235	0.07116847538
1236	0.07110160347
1237	0.07103239473
1238	0.07101228621
1239	0.07096622707
1240	0.07093991366
1241	0.07080797315
1242	0.07069851535
1243	0.07061732366
1244	0.07058819324
1245	0.07056039663
1246	0.07052835318
1247	0.07052686998
1248	0.07040660298
1249	0.07034293221
1250	0.07033457189
1251	0.07027713802
1252	0.07026943394
1253	0.0702348349
1254	0.07016580222
1255	0.06985294369
1256	0.06965529435
1257	0.06949452754
1258	0.06946309763
1259	0.06939166943
1260	0.06938425344
1261	0.06907770117
1262	0.06907406253
1263	0.06905284428
1264	0.06904518287
1265	0.06903737742
1266	0.06895046101
1267	0.06886810089
1268	0.06886476637
1269	0.06862691599
1270	0.06857327548
1271	0.06857160021
1272	0.06851429973
1273	0.06844677158
1274	0.06837487387
1275	0.06832563494
1276	0.06831874181
1277	0.06820518654
1278	0.06806524317
1279	0.06797992199
1280	0.06792580665
1281	0.06791587776
1282	0.06778362781
1283	0.06778236869
1284	0.06778107223
1285	0.06776689649
1286	0.06760363812
1287	0.06755862469
1288	0.06737743458
1289	0.0672780177
1290	0.06721096439
1291	0.06720912907
1292	0.06712032932
1293	0.06708207564
1294	0.06707414747
1295	0.06707251489
1296	0.06707110638
1297	0.06693036806
1298	0.06692887953
1299	0.06692743902
1300	0.06692590247
1301	0.06691662448
1302	0.0669153707
1303	0.06691409558
1304	0.06691283113
1305	0.06691150265
1306	0.06690134435
1307	0.06683748152
1308	0.06672766625
1309	0.06659110009
1310	0.06648069795
1311	0.06647901202
1312	0.06647767821
1313	0.06647443971
1314	0.0664730899
1315	0.06639231969
1316	0.06619137851
1317	0.06618988464
1318	0.06618616598
1319	0.06613441947
1320	0.06595798306
1321	0.06595678263
1322	0.0659556889
1323	0.06595436576
1324	0.06595316
1325	0.06595197558
1326	0.06593774115
1327	0.06593653539
1328	0.06593541499
1329	0.06593422523
1330	0.06582007775
1331	0.06569102894
1332	0.06551994377
1333	0.065518722
1334	0.06551621977
1335	0.06551500334
1336	0.06551386693
1337	0.0655086544
1338	0.06550747531
1339	0.06544509568
1340	0.06535713889
1341	0.0653472687
1342	0.06534600958
1343	0.06517503645
1344	0.06509761677
1345	0.06509502918
1346	0.06509396213
1347	0.0650928684
1348	0.06496214967
1349	0.06490400621
1350	0.06490222424
1351	0.06487210147
1352	0.06486299421
1353	0.06476146458
1354	0.06464388654
1355	0.06462674441
1356	0.06462491442
1357	0.06453041664
1358	0.06452063714
1359	0.0645071123
1360	0.06445479493
1361	0.06440293639
1362	0.06439640072
1363	0.06431939185
1364	0.06431161307
1365	0.0642182837
1366	0.06414863213
1367	0.06400208373
1368	0.06400104869
1369	0.06395804665
1370	0.06381102875
1371	0.06375514744
1372	0.06370391312
1373	0.06366398418
1374	0.06366229291
1375	0.06364159751
1376	0.06355654843
1377	0.0635365146
1378	0.06339171616
1379	0.06335841892
1380	0.06331890613
1381	0.06327207872
1382	0.06315489015
1383	0.06308422489
1384	0.06308317918
1385	0.06302608143
1386	0.06296841815
1387	0.06286892658
1388	0.06283503712
1389	0.06276582838
1390	0.06263208989
1391	0.06262493
1392	0.06259924615
1393	0.06253911265
1394	0.06253003741
1395	0.0624602738
1396	0.06240675599
1397	0.0624033201
1398	0.06235640733
1399	0.06230892902
1400	0.06230234533
1401	0.06221931831
1402	0.06221641594
1403	0.06220775684
1404	0.06217869579
1405	0.06217806089
1406	0.06217204274
1407	0.06216454139
1408	0.06215629311
1409	0.06215541279
1410	0.06205969324
1411	0.06205238396
1412	0.06205154632
1413	0.06205070336
1414	0.06196884475
1415	0.06196476863
1416	0.06193854059
1417	0.06191249394
1418	0.06184304511
1419	0.0615944709
1420	0.06159349988
1421	0.06149261048
1422	0.06139328963
1423	0.06130742427
1424	0.06120748453
1425	0.06119681405
1426	0.06119060917
1427	0.06118948876
1428	0.0611512831
1429	0.06114984259
1430	0.06114896227
1431	0.06114812464
1432	0.06114466207
1433	0.06113831847
1434	0.06113632309
1435	0.06106916308
1436	0.06098415135
1437	0.06097575901
1438	0.06096683849
1439	0.06096176468
1440	0.06093848168
1441	0.06093140715
1442	0.06092466341
1443	0.06090246347
1444	0.06076473423
1445	0.06069345541
1446	0.0606862635
1447	0.06068340382
1448	0.06067608386
1449	0.06063929204
1450	0.06060437823
1451	0.0605731564
1452	0.06049273298
1453	0.06049178864
1454	0.06041547869
1455	0.0603219199
1456	0.06023768178
1457	0.06023667342
1458	0.06023603319
1459	0.06023515821
1460	0.06018285685
1461	0.06018196586
1462	0.06018110155
1463	0.06018033328
1464	0.06017023367
1465	0.06016204407
1466	0.0601604435
1467	0.060060237
1468	0.05995867536
1469	0.05991608413
1470	0.05991528918
1471	0.05991110635
1472	0.05990681682
1473	0.05987821992
1474	0.05987596312
1475	0.0598680723
1476	0.05983498313
1477	0.05983312647
1478	0.05982393918
1479	0.0598091499
1480	0.05977675431
1481	0.05972050487
1482	0.05965944303
1483	0.05964863384
1484	0.05955886307
1485	0.05954361495
1486	0.05941036198
1487	0.05937534679
1488	0.05930856558
1489	0.05929495538
1490	0.05928480242
1491	0.05927452141
1492	0.05922772601
1493	0.05922347916
1494	0.05916119022
1495	0.0591586293
1496	0.05915661258
1497	0.05914638493
1498	0.05904314801
1499	0.05903645762
1500	0.05896999119
1501	0.05893826251
1502	0.05892595945
1503	0.05888377903
1504	0.05885082325
1505	0.05881181197
1506	0.05876689991
